exercise,primary_muscle,exercise_link,image_link
Wall-Supported Handstand Push-Ups,Calisthenic,https://fitnessprogramer.com/exercise/wall-supported-handstand-push-ups/,https://fitnessprogramer.com/wp-content/uploads/2023/07/wall-supported-handstand-push-up.gif
Wall-Supported Handstand Push-Ups,Shoulders,https://fitnessprogramer.com/exercise/wall-supported-handstand-push-ups/,https://fitnessprogramer.com/wp-content/uploads/2023/07/wall-supported-handstand-push-up.gif
Wall-Supported Handstand Push-Ups,Triceps,https://fitnessprogramer.com/exercise/wall-supported-handstand-push-ups/,https://fitnessprogramer.com/wp-content/uploads/2023/07/wall-supported-handstand-push-up.gif
High Knees Against Wall,Cardio,https://fitnessprogramer.com/exercise/high-knees-against-wall/,https://fitnessprogramer.com/wp-content/uploads/2021/09/High-Knees-against-wall.gif
Towel Shoulder Stretch,Back / Wing,https://fitnessprogramer.com/exercise/stretch-with-towel/,https://fitnessprogramer.com/wp-content/uploads/2021/10/Stretch-With-Towel.gif
Towel Shoulder Stretch,Shoulders,https://fitnessprogramer.com/exercise/stretch-with-towel/,https://fitnessprogramer.com/wp-content/uploads/2021/10/Stretch-With-Towel.gif
Towel Shoulder Stretch,Triceps,https://fitnessprogramer.com/exercise/stretch-with-towel/,https://fitnessprogramer.com/wp-content/uploads/2021/10/Stretch-With-Towel.gif
Standing Hamstring Stretch,Calf,https://fitnessprogramer.com/exercise/standing-hamstring-stretch/,https://fitnessprogramer.com/wp-content/uploads/2021/05/Standing-Hamstring-Stretch.gif
Standing Hamstring Stretch,Hip,https://fitnessprogramer.com/exercise/standing-hamstring-stretch/,https://fitnessprogramer.com/wp-content/uploads/2021/05/Standing-Hamstring-Stretch.gif
Standing Hamstring Stretch,Leg,https://fitnessprogramer.com/exercise/standing-hamstring-stretch/,https://fitnessprogramer.com/wp-content/uploads/2021/05/Standing-Hamstring-Stretch.gif
Kettlebell Thruster,Hip,https://fitnessprogramer.com/exercise/kettlebell-thruster/,https://fitnessprogramer.com/wp-content/uploads/2021/05/Kettlebell-Thruster.gif
Kettlebell Thruster,Leg,https://fitnessprogramer.com/exercise/kettlebell-thruster/,https://fitnessprogramer.com/wp-content/uploads/2021/05/Kettlebell-Thruster.gif
Kettlebell Thruster,Shoulders,https://fitnessprogramer.com/exercise/kettlebell-thruster/,https://fitnessprogramer.com/wp-content/uploads/2021/05/Kettlebell-Thruster.gif
One Arm Dumbbell Snatch,Full Body,https://fitnessprogramer.com/exercise/one-arm-dumbbell-snatch/,https://fitnessprogramer.com/wp-content/uploads/2021/05/One-Arm-Dumbbell-Snatch.gif
One Arm Dumbbell Snatch,Hip,https://fitnessprogramer.com/exercise/one-arm-dumbbell-snatch/,https://fitnessprogramer.com/wp-content/uploads/2021/05/One-Arm-Dumbbell-Snatch.gif
One Arm Dumbbell Snatch,Leg,https://fitnessprogramer.com/exercise/one-arm-dumbbell-snatch/,https://fitnessprogramer.com/wp-content/uploads/2021/05/One-Arm-Dumbbell-Snatch.gif
One Arm Dumbbell Snatch,Shoulders,https://fitnessprogramer.com/exercise/one-arm-dumbbell-snatch/,https://fitnessprogramer.com/wp-content/uploads/2021/05/One-Arm-Dumbbell-Snatch.gif
Single Leg Press,Leg,https://fitnessprogramer.com/exercise/single-leg-press/,https://fitnessprogramer.com/wp-content/uploads/2022/04/Single-Leg-Press.gif
Vertical Mountain Climber,Cardio,https://fitnessprogramer.com/exercise/vertical-mountain-climber/,https://fitnessprogramer.com/wp-content/uploads/2022/07/Vertical-Mountain-Climber.gif
Landmine Lunge,Hip,https://fitnessprogramer.com/exercise/landmine-lunge/,https://fitnessprogramer.com/wp-content/uploads/2022/10/Landmine-Lunge.gif
Landmine Lunge,Leg,https://fitnessprogramer.com/exercise/landmine-lunge/,https://fitnessprogramer.com/wp-content/uploads/2022/10/Landmine-Lunge.gif
One-Arm Kettlebell Chest Press,Chest,https://fitnessprogramer.com/exercise/one-arm-kettlebell-chest-press-on-the-bench/,https://fitnessprogramer.com/wp-content/uploads/2022/10/One-Arm-Kettlebell-Chest-Press-on-the-Bench.gif
Kettlebell Chest Press on the Floor,Chest,https://fitnessprogramer.com/exercise/kettlebell-chest-press-on-the-floor/,https://fitnessprogramer.com/wp-content/uploads/2022/10/Kettlebell-Chest-Press-on-the-Floor.gif
Weighted Seated Calf Raise,Calf,https://fitnessprogramer.com/exercise/weighted-seated-calf-raise/,https://fitnessprogramer.com/wp-content/uploads/2021/10/Weighted-Seated-Calf-Raise.gif
Wide Grip Bench Press,Chest,https://fitnessprogramer.com/exercise/wide-grip-bench-press/,https://fitnessprogramer.com/wp-content/uploads/2021/07/Wide-Grip-Barbell-Bench-Press.gif
Decline Barbell Bench Press,Chest,https://fitnessprogramer.com/exercise/decline-barbell-bench-press/,https://fitnessprogramer.com/wp-content/uploads/2021/03/Decline-Barbell-Bench-Press.gif
Single Leg Extension,Leg,https://fitnessprogramer.com/exercise/single-leg-extension/,https://fitnessprogramer.com/wp-content/uploads/2022/07/Single-Leg-Extension.gif
Smith Machine Leg Press,Leg,https://fitnessprogramer.com/exercise/smith-machine-leg-press/,https://fitnessprogramer.com/wp-content/uploads/2022/07/Smith-Machine-Leg-Press.gif
Band Front Lateral Raise,Shoulders,https://fitnessprogramer.com/exercise/band-front-lateral-raise/,https://fitnessprogramer.com/wp-content/uploads/2022/07/Band-Front-Lateral-Raise.gif
Smith Machine Lunge,Hip,https://fitnessprogramer.com/exercise/smith-machine-lunge/,https://fitnessprogramer.com/wp-content/uploads/2022/07/Smith-Machine-Lunge.gif
Smith Machine Lunge,Leg,https://fitnessprogramer.com/exercise/smith-machine-lunge/,https://fitnessprogramer.com/wp-content/uploads/2022/07/Smith-Machine-Lunge.gif
Skater Squat,Leg,https://fitnessprogramer.com/exercise/skater-squat/,https://fitnessprogramer.com/wp-content/uploads/2022/07/Skater-Squat.gif
Shoulder Pendulum,Shoulders,https://fitnessprogramer.com/exercise/shoulder-pendulum/,https://fitnessprogramer.com/wp-content/uploads/2023/02/pendulum.gif
One Arm Push Ups With Support,Chest,https://fitnessprogramer.com/exercise/one-arm-push-ups-with-support/,https://fitnessprogramer.com/wp-content/uploads/2022/01/One-Arm-Push-Ups-With-Support.gif
Band Standing Chest Press,Chest,https://fitnessprogramer.com/exercise/band-standing-chest-press/,https://fitnessprogramer.com/wp-content/uploads/2022/01/Band-Standing-Chest-Press.gif
Shrimp Squat,Leg,https://fitnessprogramer.com/exercise/shrimp-squat/,https://fitnessprogramer.com/wp-content/uploads/2021/02/shrimp-squats.gif
90-Degree Cable External Rotation,Shoulders,https://fitnessprogramer.com/exercise/90-degree-cable-external-rotation/,https://fitnessprogramer.com/wp-content/uploads/2022/10/90-Degree-Cable-External-Rotation-.gif
90-degree Cable Internal Rotation,Shoulders,https://fitnessprogramer.com/exercise/90-degree-cable-internal-rotation/,https://fitnessprogramer.com/wp-content/uploads/2023/06/Cable-Shoulder-90-degrees-Internal-Rotation.gif
Towel Leg Curl,Hip,https://fitnessprogramer.com/exercise/towel-leg-curl/,https://fitnessprogramer.com/wp-content/uploads/2022/02/Towel-Leg-Curl.gif
Towel Leg Curl,Leg,https://fitnessprogramer.com/exercise/towel-leg-curl/,https://fitnessprogramer.com/wp-content/uploads/2022/02/Towel-Leg-Curl.gif
Single Leg Hip Thrust Jump,Cardio,https://fitnessprogramer.com/exercise/single-leg-hip-thrust-jump/,https://fitnessprogramer.com/wp-content/uploads/2022/02/Single-Leg-Hip-Thrust-Jump.gif
Single Leg Hip Thrust Jump,Hip,https://fitnessprogramer.com/exercise/single-leg-hip-thrust-jump/,https://fitnessprogramer.com/wp-content/uploads/2022/02/Single-Leg-Hip-Thrust-Jump.gif
Seated Chest Stretch,Chest,https://fitnessprogramer.com/exercise/seated-chest-stretch/,https://fitnessprogramer.com/wp-content/uploads/2022/02/Seated-Chest-Stretch.gif
Seated Ballerina Exercise,Shoulders,https://fitnessprogramer.com/exercise/seated-ballerina-exercise/,https://fitnessprogramer.com/wp-content/uploads/2022/02/Seated-Ballerina.gif
Seated Ballerina Exercise,Trapezius,https://fitnessprogramer.com/exercise/seated-ballerina-exercise/,https://fitnessprogramer.com/wp-content/uploads/2022/02/Seated-Ballerina.gif
Seated Scapular Retraction Exercise,Shoulders,https://fitnessprogramer.com/exercise/seated-scapular-retraction-exercise/,https://fitnessprogramer.com/wp-content/uploads/2022/02/Seated-Scapular-Retraction-Exercise.gif
Seated Scapular Retraction Exercise,Trapezius,https://fitnessprogramer.com/exercise/seated-scapular-retraction-exercise/,https://fitnessprogramer.com/wp-content/uploads/2022/02/Seated-Scapular-Retraction-Exercise.gif
Foam Roller IT (iliotibial Band) Stretch,Leg,https://fitnessprogramer.com/exercise/foam-roller-it-iliotibial-band-stretch/,https://fitnessprogramer.com/wp-content/uploads/2022/02/Foam-Roller-IT-iliotibial-Band-Stretch.gif
Foam Roller Back Stretch,Back / Wing,https://fitnessprogramer.com/exercise/foam-roller-back-stretch/,https://fitnessprogramer.com/wp-content/uploads/2022/02/Roll-Upper-Back.gif
Foam Roller Back Stretch,Erector Spinae,https://fitnessprogramer.com/exercise/foam-roller-back-stretch/,https://fitnessprogramer.com/wp-content/uploads/2022/02/Roll-Upper-Back.gif
Foam Roller Rhomboids,Back / Wing,https://fitnessprogramer.com/exercise/foam-roller-rhomboids/,https://fitnessprogramer.com/wp-content/uploads/2022/02/Roll-Rhomboids.gif
Foam Roller Rhomboids,Trapezius,https://fitnessprogramer.com/exercise/foam-roller-rhomboids/,https://fitnessprogramer.com/wp-content/uploads/2022/02/Roll-Rhomboids.gif
Foam Roller Glutes,Hip,https://fitnessprogramer.com/exercise/foam-roller-glutes/,https://fitnessprogramer.com/wp-content/uploads/2022/02/Foam-Roller-Glutes.gif
Foam Roller Quads,Leg,https://fitnessprogramer.com/exercise/foam-roller-quads/,https://fitnessprogramer.com/wp-content/uploads/2022/02/Foam-Roller-Quads.gif
Foam Roller Posterior Shoulder,Shoulders,https://fitnessprogramer.com/exercise/foam-roller-posterior-shoulder/,https://fitnessprogramer.com/wp-content/uploads/2022/02/Foam-Roller-Posterior-Shoulder.gif
Foam Roller Chest Stretch,Chest,https://fitnessprogramer.com/exercise/foam-roller-chest-stretch/,https://fitnessprogramer.com/wp-content/uploads/2022/02/Foam-Roller-Chest-Stretch.gif
Foam Roller Upper Back,Back / Wing,https://fitnessprogramer.com/exercise/foam-roller-upper-back/,https://fitnessprogramer.com/wp-content/uploads/2022/02/Foam-Roller-Upper-Back.gif
Foam Roller Upper Back,Trapezius,https://fitnessprogramer.com/exercise/foam-roller-upper-back/,https://fitnessprogramer.com/wp-content/uploads/2022/02/Foam-Roller-Upper-Back.gif
Foam Roller Lat Stretch,Back / Wing,https://fitnessprogramer.com/exercise/foam-roller-lat-stretch/,https://fitnessprogramer.com/wp-content/uploads/2022/02/Foam-Roller-Lat-Stretch.gif
Foam Roller Inner Thigh Adductor Stretch,Hip,https://fitnessprogramer.com/exercise/foam-roller-inner-thigh-adductor-stretch/,https://fitnessprogramer.com/wp-content/uploads/2022/02/Foam-Roller-Inner-Thigh-Adductor-Stretch.gif
Foam Roller Inner Thigh Adductor Stretch,Leg,https://fitnessprogramer.com/exercise/foam-roller-inner-thigh-adductor-stretch/,https://fitnessprogramer.com/wp-content/uploads/2022/02/Foam-Roller-Inner-Thigh-Adductor-Stretch.gif
Foam Roller Hamstrings,Leg,https://fitnessprogramer.com/exercise/foam-roller-hamstrings/,https://fitnessprogramer.com/wp-content/uploads/2022/02/Foam-Roller-Hamstrings.gif
Foam Roller Front Shoulder and Chest,Chest,https://fitnessprogramer.com/exercise/foam-roller-front-shoulder-and-chest/,https://fitnessprogramer.com/wp-content/uploads/2022/02/Roll-Front-Shoulder-and-Chest-Lying-on-Floor.gif
Foam Roller Front Shoulder and Chest,Shoulders,https://fitnessprogramer.com/exercise/foam-roller-front-shoulder-and-chest/,https://fitnessprogramer.com/wp-content/uploads/2022/02/Roll-Front-Shoulder-and-Chest-Lying-on-Floor.gif
Foam Roller Plantar Fasciitis,Leg,https://fitnessprogramer.com/exercise/foam-roller-plantar-fasciitis/,https://fitnessprogramer.com/wp-content/uploads/2022/02/Foam-Roller-Plantar-Fasciitis.gif
Foam Roller Calves,Calf,https://fitnessprogramer.com/exercise/foam-roller-calves/,https://fitnessprogramer.com/wp-content/uploads/2022/02/Foam-Roller-Calves.gif
Rotator Cuff Stretch,Shoulders,https://fitnessprogramer.com/exercise/rotator-cuff-stretch/,https://fitnessprogramer.com/wp-content/uploads/2022/02/Rotator-Cuff-Stretch.gif
Assisted Reverse Stretch (Chest And Shoulder),Chest,https://fitnessprogramer.com/exercise/assisted-reverse-shoulder-stretch/,https://fitnessprogramer.com/wp-content/uploads/2022/02/Reverse-Shoulder-Stretch.gif
Assisted Reverse Stretch (Chest And Shoulder),Shoulders,https://fitnessprogramer.com/exercise/assisted-reverse-shoulder-stretch/,https://fitnessprogramer.com/wp-content/uploads/2022/02/Reverse-Shoulder-Stretch.gif
Band Foot External Rotation,Calf,https://fitnessprogramer.com/exercise/band-foot-external-rotation/,https://fitnessprogramer.com/wp-content/uploads/2022/02/Resistance-Band-Foot-External-Rotation.gif
Lying Upper Body Rotation,Abs,https://fitnessprogramer.com/exercise/lying-upper-body-rotation/,https://fitnessprogramer.com/wp-content/uploads/2022/02/Lying-Upper-Body-Rotation.gif
Lying Upper Body Rotation,Back / Wing,https://fitnessprogramer.com/exercise/lying-upper-body-rotation/,https://fitnessprogramer.com/wp-content/uploads/2022/02/Lying-Upper-Body-Rotation.gif
Lying Upper Body Rotation,Chest,https://fitnessprogramer.com/exercise/lying-upper-body-rotation/,https://fitnessprogramer.com/wp-content/uploads/2022/02/Lying-Upper-Body-Rotation.gif
Lying Upper Body Rotation,Erector Spinae,https://fitnessprogramer.com/exercise/lying-upper-body-rotation/,https://fitnessprogramer.com/wp-content/uploads/2022/02/Lying-Upper-Body-Rotation.gif
Lying Upper Body Rotation,Shoulders,https://fitnessprogramer.com/exercise/lying-upper-body-rotation/,https://fitnessprogramer.com/wp-content/uploads/2022/02/Lying-Upper-Body-Rotation.gif
Lever Pullover,Back / Wing,https://fitnessprogramer.com/exercise/lever-pullover/,https://fitnessprogramer.com/wp-content/uploads/2022/02/Lever-Pullover-plate-loaded.gif
90/90 Hip Stretch,Hip,https://fitnessprogramer.com/exercise/90-90-hip-stretch/,https://fitnessprogramer.com/wp-content/uploads/2022/08/90-90-Hip-Stretch.gif
90/90 Hip Stretch,Leg,https://fitnessprogramer.com/exercise/90-90-hip-stretch/,https://fitnessprogramer.com/wp-content/uploads/2022/08/90-90-Hip-Stretch.gif
One Arm Chin-Up,Back / Wing,https://fitnessprogramer.com/exercise/one-arm-chin-up/,https://fitnessprogramer.com/wp-content/uploads/2022/01/One-Arm-Chin-Up.gif
One Arm Chin-Up,Biceps,https://fitnessprogramer.com/exercise/one-arm-chin-up/,https://fitnessprogramer.com/wp-content/uploads/2022/01/One-Arm-Chin-Up.gif
Scapula Pull-up,Back / Wing,https://fitnessprogramer.com/exercise/scapula-pull-up/,https://fitnessprogramer.com/wp-content/uploads/2022/01/Scapula-Pull-up.gif
Scapula Pull-up,Trapezius,https://fitnessprogramer.com/exercise/scapula-pull-up/,https://fitnessprogramer.com/wp-content/uploads/2022/01/Scapula-Pull-up.gif
Archer Pull-up,Back / Wing,https://fitnessprogramer.com/exercise/archer-pull-up/,https://fitnessprogramer.com/wp-content/uploads/2022/01/Archer-Pull-up.gif
Archer Pull-up,Calisthenic,https://fitnessprogramer.com/exercise/archer-pull-up/,https://fitnessprogramer.com/wp-content/uploads/2022/01/Archer-Pull-up.gif
Archer Pull-up,Full Body,https://fitnessprogramer.com/exercise/archer-pull-up/,https://fitnessprogramer.com/wp-content/uploads/2022/01/Archer-Pull-up.gif
Jumping Pull-up,Back / Wing,https://fitnessprogramer.com/exercise/jumping-pull-up/,https://fitnessprogramer.com/wp-content/uploads/2022/01/jumping-pull-up.gif
Commando Pull-up,Back / Wing,https://fitnessprogramer.com/exercise/commander-pull-up/,https://fitnessprogramer.com/wp-content/uploads/2022/01/commander-pull-up.gif
Behind The Neck Pull-up,Back / Wing,https://fitnessprogramer.com/exercise/behind-the-neck-pull-up/,https://fitnessprogramer.com/wp-content/uploads/2022/01/Behind-The-Neck-Pull-up.gif
Lever Decline Chest Press,Chest,https://fitnessprogramer.com/exercise/lever-decline-chest-press/,https://fitnessprogramer.com/wp-content/uploads/2022/01/Lever-Decline-Chest-Press.gif
Cable One-Arm Pulldown,Back / Wing,https://fitnessprogramer.com/exercise/cable-one-arm-pulldown/,https://fitnessprogramer.com/wp-content/uploads/2022/01/Cable-One-Arm-Pulldown.gif
Bicycle Twisting Crunch,Abs,https://fitnessprogramer.com/exercise/bicycle-twisting-crunch/,https://fitnessprogramer.com/wp-content/uploads/2022/01/Bicycle-Twisting-Crunch.gif
Decline Close-Grip Bench To Skull Crusher,Triceps,https://fitnessprogramer.com/exercise/decline-close-grip-bench-to-skull-crusher/,https://fitnessprogramer.com/wp-content/uploads/2022/01/Decline-Close-Grip-Bench-To-Skull-Crusher.gif
Barbell Decline Bent Arm Pullover,Back / Wing,https://fitnessprogramer.com/exercise/barbell-decline-bent-arm-pullover/,https://fitnessprogramer.com/wp-content/uploads/2022/01/Barbell-Decline-Bent-Arm-Pullover.gif
Stiff Leg Deadlift,Erector Spinae,https://fitnessprogramer.com/exercise/stiff-leg-deadlift/,https://fitnessprogramer.com/wp-content/uploads/2022/01/Stiff-Leg-Deadlift.gif
Stiff Leg Deadlift,Hip,https://fitnessprogramer.com/exercise/stiff-leg-deadlift/,https://fitnessprogramer.com/wp-content/uploads/2022/01/Stiff-Leg-Deadlift.gif
Stiff Leg Deadlift,Leg,https://fitnessprogramer.com/exercise/stiff-leg-deadlift/,https://fitnessprogramer.com/wp-content/uploads/2022/01/Stiff-Leg-Deadlift.gif
Dead Hang,Back / Wing,https://fitnessprogramer.com/exercise/dead-hang/,https://fitnessprogramer.com/wp-content/uploads/2021/02/dead-hang-360x360.png
Kneeling Back Rotation,Erector Spinae,https://fitnessprogramer.com/exercise/kneeling-back-rotation/,https://fitnessprogramer.com/wp-content/uploads/2022/02/Kneeling-Back-Rotation-Stretch.gif
Kneeling Back Rotation,Shoulders,https://fitnessprogramer.com/exercise/kneeling-back-rotation/,https://fitnessprogramer.com/wp-content/uploads/2022/02/Kneeling-Back-Rotation-Stretch.gif
Serratus Wall Slide With Foam Roller,Shoulders,https://fitnessprogramer.com/exercise/serratus-wall-slide-with-foam-roller/,https://fitnessprogramer.com/wp-content/uploads/2022/02/Serratus-Wall-Slide-With-Foam-Roller.gif
Serratus Wall Slide With Foam Roller,Trapezius,https://fitnessprogramer.com/exercise/serratus-wall-slide-with-foam-roller/,https://fitnessprogramer.com/wp-content/uploads/2022/02/Serratus-Wall-Slide-With-Foam-Roller.gif
Fish Pose,Abs,https://fitnessprogramer.com/exercise/fish-pose/,https://fitnessprogramer.com/wp-content/uploads/2022/02/Fish-Pose-Matsyasana.gif
Fish Pose,Chest,https://fitnessprogramer.com/exercise/fish-pose/,https://fitnessprogramer.com/wp-content/uploads/2022/02/Fish-Pose-Matsyasana.gif
