exercise,primary_muscle,exercise_link,image_link
Glute Bridge,Hip,https://fitnessprogramer.com/exercise/glute-bridge/,https://fitnessprogramer.com/wp-content/uploads/2021/02/Glute-Bridge-.gif
Arm Leg Raises,Erector Spinae,https://fitnessprogramer.com/exercise/arm-leg-raises/,https://fitnessprogramer.com/wp-content/uploads/2021/02/arm-leg-raise.gif
Arm Leg Raises,Hip,https://fitnessprogramer.com/exercise/arm-leg-raises/,https://fitnessprogramer.com/wp-content/uploads/2021/02/arm-leg-raise.gif
Hollow Hold,Abs,https://fitnessprogramer.com/exercise/hollow-hold/,https://fitnessprogramer.com/wp-content/uploads/2021/02/HollowHold-360x360.png
Long Arm Crunch,Abs,https://fitnessprogramer.com/exercise/long-arm-crunch/,https://fitnessprogramer.com/wp-content/uploads/2021/02/Long-Arm-Crunch.gif
Half Wipers,Abs,https://fitnessprogramer.com/exercise/half-wipers/,https://fitnessprogramer.com/wp-content/uploads/2021/02/Half-Wipers.gif
Jackknife Sit-ups (V-Up),Abs,https://fitnessprogramer.com/exercise/jackknife-sit-ups/,https://fitnessprogramer.com/wp-content/uploads/2021/02/Jackknife-Sit-ups.gif
Flutter Kick,Abs,https://fitnessprogramer.com/exercise/flutter-kick/,https://fitnessprogramer.com/wp-content/uploads/2021/02/Flutter-Kicks.gif
Dumbbell Forward Leaning Lunge,Hip,https://fitnessprogramer.com/exercise/dumbbell-forward-leaning-lunge/,https://fitnessprogramer.com/wp-content/uploads/2022/09/dumbbell-forward-leaning-lunge.gif
Dumbbell Forward Leaning Lunge,Leg,https://fitnessprogramer.com/exercise/dumbbell-forward-leaning-lunge/,https://fitnessprogramer.com/wp-content/uploads/2022/09/dumbbell-forward-leaning-lunge.gif
Dumbbell Reverse Lunge,Hip,https://fitnessprogramer.com/exercise/dumbbell-reverse-lunge/,https://fitnessprogramer.com/wp-content/uploads/2022/09/Dumbell-reverse-lunge.gif
Dumbbell Reverse Lunge,Leg,https://fitnessprogramer.com/exercise/dumbbell-reverse-lunge/,https://fitnessprogramer.com/wp-content/uploads/2022/09/Dumbell-reverse-lunge.gif
Dumbbell Pistol Squat,Leg,https://fitnessprogramer.com/exercise/dumbbell-pistol-squat/,https://fitnessprogramer.com/wp-content/uploads/2022/09/Dumbell-Pistol-Squat.gif
Standing side bend,Abs,https://fitnessprogramer.com/exercise/standing-side-bend/,https://fitnessprogramer.com/wp-content/uploads/2022/09/standing-side-bend.gif
Standing side bend,Back / Wing,https://fitnessprogramer.com/exercise/standing-side-bend/,https://fitnessprogramer.com/wp-content/uploads/2022/09/standing-side-bend.gif
Bent Over Kickback,Triceps,https://fitnessprogramer.com/exercise/bent-over-triceps-kick-back/,https://fitnessprogramer.com/wp-content/uploads/2021/02/Bent-Over-Triceps-Kickback.gif
Incline Close-Grip Bench Press,Chest,https://fitnessprogramer.com/exercise/incline-close-grip-bench-press/,https://fitnessprogramer.com/wp-content/uploads/2022/04/Incline-Close-Grip-Bench-Press.gif
Close Grip Bench Press,Chest,https://fitnessprogramer.com/exercise/close-grip-bench-press/,https://fitnessprogramer.com/wp-content/uploads/2021/02/Close-Grip-Bench-Press.gif
Close Grip Bench Press,Triceps,https://fitnessprogramer.com/exercise/close-grip-bench-press/,https://fitnessprogramer.com/wp-content/uploads/2021/02/Close-Grip-Bench-Press.gif
Dumbbell Triceps Extension,Triceps,https://fitnessprogramer.com/exercise/dumbbell-triceps-extension/,https://fitnessprogramer.com/wp-content/uploads/2021/02/Dumbbell-Triceps-Extension.gif
Diamond Push-up,Calisthenic,https://fitnessprogramer.com/exercise/diamond-push-up/,https://fitnessprogramer.com/wp-content/uploads/2021/02/Diamond-Push-up.gif
Diamond Push-up,Chest,https://fitnessprogramer.com/exercise/diamond-push-up/,https://fitnessprogramer.com/wp-content/uploads/2021/02/Diamond-Push-up.gif
Diamond Push-up,Triceps,https://fitnessprogramer.com/exercise/diamond-push-up/,https://fitnessprogramer.com/wp-content/uploads/2021/02/Diamond-Push-up.gif
Cable Curl,Biceps,https://fitnessprogramer.com/exercise/cable-curl/,https://fitnessprogramer.com/wp-content/uploads/2021/02/cable-curl.gif
Reverse Wrist Curl,Forearm,https://fitnessprogramer.com/exercise/reverse-wrist-curl/,https://fitnessprogramer.com/wp-content/uploads/2021/02/Reverse-Wrist-Curl.gif
Wrist Curl,Forearm,https://fitnessprogramer.com/exercise/wrist-curl/,https://fitnessprogramer.com/wp-content/uploads/2021/02/barbell-Wrist-Curl.gif
Z-Bar Curl,Biceps,https://fitnessprogramer.com/exercise/z-bar-curl/,https://fitnessprogramer.com/wp-content/uploads/2021/02/Z-Bar-Curl.gif
Barbell Upright Row,Shoulders,https://fitnessprogramer.com/exercise/barbell-upright-row/,https://fitnessprogramer.com/wp-content/uploads/2021/02/barbell-uprightrow.gif
Barbell Upright Row,Trapezius,https://fitnessprogramer.com/exercise/barbell-upright-row/,https://fitnessprogramer.com/wp-content/uploads/2021/02/barbell-uprightrow.gif
Barbell Front Raise,Shoulders,https://fitnessprogramer.com/exercise/barbell-front-raise/,https://fitnessprogramer.com/wp-content/uploads/2021/02/Barbell-Front-Raise.gif
Bodyweight Bulgarian Split Squat,Hip,https://fitnessprogramer.com/exercise/bodyweight-bulgarian-split-squat/,https://fitnessprogramer.com/wp-content/uploads/2022/02/Bodyweight-Bulgarian-Split-Squat.gif
Bodyweight Bulgarian Split Squat,Leg,https://fitnessprogramer.com/exercise/bodyweight-bulgarian-split-squat/,https://fitnessprogramer.com/wp-content/uploads/2022/02/Bodyweight-Bulgarian-Split-Squat.gif
Dumbbell Sumo Squat,Hip,https://fitnessprogramer.com/exercise/dumbbell-sumo-squat/,https://fitnessprogramer.com/wp-content/uploads/2021/02/dumbbell-sumo-squat.gif
Dumbbell Sumo Squat,Leg,https://fitnessprogramer.com/exercise/dumbbell-sumo-squat/,https://fitnessprogramer.com/wp-content/uploads/2021/02/dumbbell-sumo-squat.gif
Hip Adduction Machine,Hip,https://fitnessprogramer.com/exercise/hip-adduction-machine/,https://fitnessprogramer.com/wp-content/uploads/2021/02/HIP-ADDUCTION-MACHINE.gif
Hip Adduction Machine,Leg,https://fitnessprogramer.com/exercise/hip-adduction-machine/,https://fitnessprogramer.com/wp-content/uploads/2021/02/HIP-ADDUCTION-MACHINE.gif
Hip Abduction Machine,Hip,https://fitnessprogramer.com/exercise/hip-abduction-machine/,https://fitnessprogramer.com/wp-content/uploads/2021/02/HiP-ABDUCTION-MACHINE.gif
Hip Abduction Machine,Leg,https://fitnessprogramer.com/exercise/hip-abduction-machine/,https://fitnessprogramer.com/wp-content/uploads/2021/02/HiP-ABDUCTION-MACHINE.gif
Push-Up,Calisthenic,https://fitnessprogramer.com/exercise/push-up/,https://fitnessprogramer.com/wp-content/uploads/2021/02/Push-Up.gif
Push-Up,Chest,https://fitnessprogramer.com/exercise/push-up/,https://fitnessprogramer.com/wp-content/uploads/2021/02/Push-Up.gif
Hammer Press,Chest,https://fitnessprogramer.com/exercise/hammer-press/,https://fitnessprogramer.com/wp-content/uploads/2021/02/Hammer-Press.gif
Chest Press Machine,Chest,https://fitnessprogramer.com/exercise/chest-press-machine/,https://fitnessprogramer.com/wp-content/uploads/2021/02/Chest-Press-Machine.gif
Corner Wall Stretch,Chest,https://fitnessprogramer.com/exercise/corner-wall-stretch/,https://fitnessprogramer.com/wp-content/uploads/2022/07/Corner-Wall-Stretch.gif
Corner Wall Stretch,Shoulders,https://fitnessprogramer.com/exercise/corner-wall-stretch/,https://fitnessprogramer.com/wp-content/uploads/2022/07/Corner-Wall-Stretch.gif
Seated Banded Leg Extension,Leg,https://fitnessprogramer.com/exercise/seated-banded-leg-extension/,https://fitnessprogramer.com/wp-content/uploads/2022/07/Seated-Banded-Leg-Extension.gif
Hammer Curl with Resistance Band,Biceps,https://fitnessprogramer.com/exercise/hammer-curl-with-resistance-band/,https://fitnessprogramer.com/wp-content/uploads/2022/07/Hammer-Curl-with-Resistance-Band.gif
Hammer Curl with Resistance Band,Forearm,https://fitnessprogramer.com/exercise/hammer-curl-with-resistance-band/,https://fitnessprogramer.com/wp-content/uploads/2022/07/Hammer-Curl-with-Resistance-Band.gif
Triceps Extension with Resistance Bands,Triceps,https://fitnessprogramer.com/exercise/triceps-extension-with-resistance-bands/,https://fitnessprogramer.com/wp-content/uploads/2022/07/Triceps-Extension-with-Resistance-Bands.gif
Barbell Floor Press,Chest,https://fitnessprogramer.com/exercise/barbell-floor-press/,https://fitnessprogramer.com/wp-content/uploads/2022/07/Barbell-Floor-Press.gif
Suspended Ab Fall-out,Abs,https://fitnessprogramer.com/exercise/suspended-ab-fall-out/,https://fitnessprogramer.com/wp-content/uploads/2022/08/Suspended-Ab-Fall-out.gif
Suspended Ab Fall-out,Calisthenic,https://fitnessprogramer.com/exercise/suspended-ab-fall-out/,https://fitnessprogramer.com/wp-content/uploads/2022/08/Suspended-Ab-Fall-out.gif
TRX Mountain Climber,Abs,https://fitnessprogramer.com/exercise/trx-mountain-climber/,https://fitnessprogramer.com/wp-content/uploads/2022/08/TRX-Mountain-Climber.gif
Side Plank Knee to Elbow,Abs,https://fitnessprogramer.com/exercise/side-plank-knee-to-elbow/,https://fitnessprogramer.com/wp-content/uploads/2022/10/Side-Plank-Knee-to-Elbow-.gif
Zercher Deadlift,Hip,https://fitnessprogramer.com/exercise/zercher-deadlift/,https://fitnessprogramer.com/wp-content/uploads/2022/10/zercher-deadlift.gif
Zercher Deadlift,Leg,https://fitnessprogramer.com/exercise/zercher-deadlift/,https://fitnessprogramer.com/wp-content/uploads/2022/10/zercher-deadlift.gif
Supported Pistol Squat,Leg,https://fitnessprogramer.com/exercise/supported-pistol-squat/,https://fitnessprogramer.com/wp-content/uploads/2022/10/Supported-Pistol-Squat.gif
Landmine Floor Chest Fly,Chest,https://fitnessprogramer.com/exercise/landmine-floor-chest-fly/,https://fitnessprogramer.com/wp-content/uploads/2022/10/Landmine-Floor-Chest-Fly.gif
Barbell Thruster,Full Body,https://fitnessprogramer.com/exercise/barbell-thruster/,https://fitnessprogramer.com/wp-content/uploads/2022/10/thruster.gif
Barbell Thruster,Leg,https://fitnessprogramer.com/exercise/barbell-thruster/,https://fitnessprogramer.com/wp-content/uploads/2022/10/thruster.gif
Barbell Thruster,Shoulders,https://fitnessprogramer.com/exercise/barbell-thruster/,https://fitnessprogramer.com/wp-content/uploads/2022/10/thruster.gif
Dumbbell Pull Through,Erector Spinae,https://fitnessprogramer.com/exercise/dumbbell-pull-through/,https://fitnessprogramer.com/wp-content/uploads/2022/10/Dumbbell-Pull-Through.gif
Dumbbell Pull Through,Hip,https://fitnessprogramer.com/exercise/dumbbell-pull-through/,https://fitnessprogramer.com/wp-content/uploads/2022/10/Dumbbell-Pull-Through.gif
Dumbbell Pull Through,Leg,https://fitnessprogramer.com/exercise/dumbbell-pull-through/,https://fitnessprogramer.com/wp-content/uploads/2022/10/Dumbbell-Pull-Through.gif
Single Leg Donkey Calf Raise,Calf,https://fitnessprogramer.com/exercise/single-leg-donkey-calf-raise/,https://fitnessprogramer.com/wp-content/uploads/2022/10/Single-Leg-Donkey-Calf-Raise.gif
Decline Hammer Press,Chest,https://fitnessprogramer.com/exercise/decline-hammer-press/,https://fitnessprogramer.com/wp-content/uploads/2022/01/Decline-hammer-press.gif
Jefferson Squat,Hip,https://fitnessprogramer.com/exercise/jefferson-squat/,https://fitnessprogramer.com/wp-content/uploads/2022/10/jefferson-squat.gif
Jefferson Squat,Leg,https://fitnessprogramer.com/exercise/jefferson-squat/,https://fitnessprogramer.com/wp-content/uploads/2022/10/jefferson-squat.gif
Alternating Lying Dumbbell Triceps Extension,Triceps,https://fitnessprogramer.com/exercise/alternating-lying-dumbbell-triceps-extension/,https://fitnessprogramer.com/wp-content/uploads/2022/02/Alternating-Lying-Dumbbell-Triceps-Extension.gif
Barbell Reverse Grip Skullcrusher,Triceps,https://fitnessprogramer.com/exercise/barbell-reverse-grip-skullcrusher/,https://fitnessprogramer.com/wp-content/uploads/2022/02/Barbell-Reverse-Grip-Skullcrusher-1.gif
Barbell Lying Back of the Head Tricep Extension,Triceps,https://fitnessprogramer.com/exercise/barbell-lying-back-of-the-head-tricep-extension/,https://fitnessprogramer.com/wp-content/uploads/2022/02/Barbell-Lying-Back-of-the-Head-Tricep-Extension.gif
EZ Bar Lying Close Grip Triceps Extension Behind Head,Triceps,https://fitnessprogramer.com/exercise/ez-bar-lying-close-grip-triceps-extension-behind-head/,https://fitnessprogramer.com/wp-content/uploads/2022/02/EZ-Bar-Lying-Close-Grip-Triceps-Extension-Behind-Head.gif
Kneeling Cable Triceps Extension,Triceps,https://fitnessprogramer.com/exercise/kneeling-cable-triceps-extension-2/,https://fitnessprogramer.com/wp-content/uploads/2022/02/Kneeling-Cable-Triceps-Extension.gif
Close-Grip Reverse Bench Press,Chest,https://fitnessprogramer.com/exercise/barbell-reverse-close-grip-bench-press/,https://fitnessprogramer.com/wp-content/uploads/2022/02/Barbell-Reverse-Close-grip-Bench-Press.gif
Close-Grip Reverse Bench Press,Triceps,https://fitnessprogramer.com/exercise/barbell-reverse-close-grip-bench-press/,https://fitnessprogramer.com/wp-content/uploads/2022/02/Barbell-Reverse-Close-grip-Bench-Press.gif
One Arm High Pulley Overhead Tricep Extension,Triceps,https://fitnessprogramer.com/exercise/one-arm-high-pulley-overhead-tricep-extension/,https://fitnessprogramer.com/wp-content/uploads/2022/02/Cable-One-Arm-High-Pulley-Overhead-Tricep-Extension.gif
Cable Crossover Triceps Extension,Triceps,https://fitnessprogramer.com/exercise/cable-crossover-triceps-extension/,https://fitnessprogramer.com/wp-content/uploads/2022/02/Cable-Crossover-Triceps-Extension.gif
Side One Arm Reverse Pushdown,Triceps,https://fitnessprogramer.com/exercise/side-one-arm-reverse-pushdown/,https://fitnessprogramer.com/wp-content/uploads/2022/02/Side-One-Arm-Reverse-Pushdown.gif
Cable Reverse Grip EZ-bar Biceps Curl,Biceps,https://fitnessprogramer.com/exercise/cable-reverse-grip-ez-bar-biceps-curl/,https://fitnessprogramer.com/wp-content/uploads/2022/02/Cable-Reverse-Grip-EZ-bar-Biceps-Curl.gif
Cable Reverse Grip EZ-bar Biceps Curl,Forearm,https://fitnessprogramer.com/exercise/cable-reverse-grip-ez-bar-biceps-curl/,https://fitnessprogramer.com/wp-content/uploads/2022/02/Cable-Reverse-Grip-EZ-bar-Biceps-Curl.gif
Bodyweight Skull Crushers,Abs,https://fitnessprogramer.com/exercise/bodyweight-skull-crushers/,https://fitnessprogramer.com/wp-content/uploads/2022/02/Bodyweight-Skull-Crushers.gif
Bodyweight Skull Crushers,Calisthenic,https://fitnessprogramer.com/exercise/bodyweight-skull-crushers/,https://fitnessprogramer.com/wp-content/uploads/2022/02/Bodyweight-Skull-Crushers.gif
Bodyweight Skull Crushers,Full Body,https://fitnessprogramer.com/exercise/bodyweight-skull-crushers/,https://fitnessprogramer.com/wp-content/uploads/2022/02/Bodyweight-Skull-Crushers.gif
Bodyweight Skull Crushers,Triceps,https://fitnessprogramer.com/exercise/bodyweight-skull-crushers/,https://fitnessprogramer.com/wp-content/uploads/2022/02/Bodyweight-Skull-Crushers.gif
V-bar Pushdown,Triceps,https://fitnessprogramer.com/exercise/v-bar-pushdown/,https://fitnessprogramer.com/wp-content/uploads/2022/02/V-bar-Pushdown.gif
Cable Rope Lying Tricep Extension,Triceps,https://fitnessprogramer.com/exercise/cable-rope-lying-tricep-extension/,https://fitnessprogramer.com/wp-content/uploads/2022/02/Cable-Rope-Lying-on-Floor-Tricep-Extension.gif
Cable Lying Triceps Extension,Triceps,https://fitnessprogramer.com/exercise/cable-lying-triceps-extension/,https://fitnessprogramer.com/wp-content/uploads/2022/02/Cable-Lying-Triceps-Extension.gif
Barbell Lying Close grip Triceps Extension,Not specified,https://fitnessprogramer.com/exercise/barbell-lying-close-grip-triceps-extension/,https://fitnessprogramer.com/wp-content/uploads/2022/02/Barbell-Lying-Close-grip-Triceps-Extension.gif
Glute Ham Raise,Erector Spinae,https://fitnessprogramer.com/exercise/glute-ham-raise/,https://fitnessprogramer.com/wp-content/uploads/2023/07/Glute-Ham-Raise.gif
Glute Ham Raise,Hip,https://fitnessprogramer.com/exercise/glute-ham-raise/,https://fitnessprogramer.com/wp-content/uploads/2023/07/Glute-Ham-Raise.gif
Glute Ham Raise,Leg,https://fitnessprogramer.com/exercise/glute-ham-raise/,https://fitnessprogramer.com/wp-content/uploads/2023/07/Glute-Ham-Raise.gif
Wide-Grip Reverse Bench Press,Chest,https://fitnessprogramer.com/exercise/wide-grip-reverse-bench-press/,https://fitnessprogramer.com/wp-content/uploads/2022/10/Wide-Grip-Reverse-Bench-Press.gif
Straddle Planche,Calisthenic,https://fitnessprogramer.com/exercise/straddle-planche/,https://fitnessprogramer.com/wp-content/uploads/2022/08/Straddle-planche.gif
Straddle Planche,Chest,https://fitnessprogramer.com/exercise/straddle-planche/,https://fitnessprogramer.com/wp-content/uploads/2022/08/Straddle-planche.gif
Straddle Planche,Full Body,https://fitnessprogramer.com/exercise/straddle-planche/,https://fitnessprogramer.com/wp-content/uploads/2022/08/Straddle-planche.gif
Straddle Planche,Triceps,https://fitnessprogramer.com/exercise/straddle-planche/,https://fitnessprogramer.com/wp-content/uploads/2022/08/Straddle-planche.gif
TRX Pistol Squat,Hip,https://fitnessprogramer.com/exercise/trx-pistol-squat/,https://fitnessprogramer.com/wp-content/uploads/2023/01/TRX-Pistol-Squat.gif
TRX Pistol Squat,Leg,https://fitnessprogramer.com/exercise/trx-pistol-squat/,https://fitnessprogramer.com/wp-content/uploads/2023/01/TRX-Pistol-Squat.gif
Sitting Wide Leg Adductor Stretch,Hip,https://fitnessprogramer.com/exercise/sitting-wide-leg-adductor-stretch/,https://fitnessprogramer.com/wp-content/uploads/2022/06/Sitting-Wide-Leg-Adductor-Stretch.gif
Sitting Wide Leg Adductor Stretch,Leg,https://fitnessprogramer.com/exercise/sitting-wide-leg-adductor-stretch/,https://fitnessprogramer.com/wp-content/uploads/2022/06/Sitting-Wide-Leg-Adductor-Stretch.gif
Standing Wide Knees Adductor Stretch,Hip,https://fitnessprogramer.com/exercise/standing-wide-knees-adductor-stretch/,https://fitnessprogramer.com/wp-content/uploads/2022/06/Standing-Wide-Knees-Adductor-Stretch.gif
Standing Wide Knees Adductor Stretch,Leg,https://fitnessprogramer.com/exercise/standing-wide-knees-adductor-stretch/,https://fitnessprogramer.com/wp-content/uploads/2022/06/Standing-Wide-Knees-Adductor-Stretch.gif
Standing Wide Leg Adductor Stretch,Hip,https://fitnessprogramer.com/exercise/standing-wide-leg-adductor-stretch/,https://fitnessprogramer.com/wp-content/uploads/2022/06/Standing-Wide-Leg-Adductor-Stretch.gif
Standing Wide Leg Adductor Stretch,Leg,https://fitnessprogramer.com/exercise/standing-wide-leg-adductor-stretch/,https://fitnessprogramer.com/wp-content/uploads/2022/06/Standing-Wide-Leg-Adductor-Stretch.gif
Knee Circles,Leg,https://fitnessprogramer.com/exercise/knee-circles/,https://fitnessprogramer.com/wp-content/uploads/2022/06/Knee-Circles.gif
Hip Circles,Hip,https://fitnessprogramer.com/exercise/hip-circles/,https://fitnessprogramer.com/wp-content/uploads/2022/06/Hip-Circles-Stretch.gif
Parsva Balasana | Thread the Needle Pose,Yoga,https://fitnessprogramer.com/exercise/parsva-balasana-thread-the-needle-pose/,https://fitnessprogramer.com/wp-content/uploads/2022/05/Parsva-Balasana-Thread-the-Needle-Pose.gif
One Arm Kettlebell Swing,Full Body,https://fitnessprogramer.com/exercise/one-arm-kettlebell-swing/,https://fitnessprogramer.com/wp-content/uploads/2022/07/One-Arm-Kettlebell-Swing.gif
One Arm Kettlebell Swing,Hip,https://fitnessprogramer.com/exercise/one-arm-kettlebell-swing/,https://fitnessprogramer.com/wp-content/uploads/2022/07/One-Arm-Kettlebell-Swing.gif
One Arm Kettlebell Swing,Shoulders,https://fitnessprogramer.com/exercise/one-arm-kettlebell-swing/,https://fitnessprogramer.com/wp-content/uploads/2022/07/One-Arm-Kettlebell-Swing.gif
Half Cross Crunch,Abs,https://fitnessprogramer.com/exercise/half-cross-crunch/,https://fitnessprogramer.com/wp-content/uploads/2022/07/Half-Cross-Crunch.gif
Close Grip Knee Push-up,Chest,https://fitnessprogramer.com/exercise/close-grip-knee-push-up/,https://fitnessprogramer.com/wp-content/uploads/2022/07/Close-Grip-Knee-Push-up.gif
Close Grip Knee Push-up,Triceps,https://fitnessprogramer.com/exercise/close-grip-knee-push-up/,https://fitnessprogramer.com/wp-content/uploads/2022/07/Close-Grip-Knee-Push-up.gif
Cable Seated Twist on Floor,Abs,https://fitnessprogramer.com/exercise/cable-seated-twist-on-floor/,https://fitnessprogramer.com/wp-content/uploads/2022/07/Cable-Seated-Twist-on-Floor.gif
Butterfly Sit-up,Abs,https://fitnessprogramer.com/exercise/butterfly-sit-up/,https://fitnessprogramer.com/wp-content/uploads/2022/07/Butterfly-Sit-up.gif
Neutral Grip Pull-up,Back / Wing,https://fitnessprogramer.com/exercise/neutral-grip-pull-up/,https://fitnessprogramer.com/wp-content/uploads/2022/08/neutral-grip-pull-up.gif
Standing Reverse Shoulder Stretch,Biceps,https://fitnessprogramer.com/exercise/standing-reverse-shoulder-stretch/,https://fitnessprogramer.com/wp-content/uploads/2021/04/Standing-Reverse-Shoulder-Stretch.gif
Standing Reverse Shoulder Stretch,Shoulders,https://fitnessprogramer.com/exercise/standing-reverse-shoulder-stretch/,https://fitnessprogramer.com/wp-content/uploads/2021/04/Standing-Reverse-Shoulder-Stretch.gif
Resistance Band Bent Over Rear Delt Fly,Shoulders,https://fitnessprogramer.com/exercise/resistance-band-bent-over-rear-delt-fly/,https://fitnessprogramer.com/wp-content/uploads/2023/01/Resistance-Band-Bent-Over-Rear-Delt-Fly.gif
Resistance Band Bent Over Rear Delt Fly,Trapezius,https://fitnessprogramer.com/exercise/resistance-band-bent-over-rear-delt-fly/,https://fitnessprogramer.com/wp-content/uploads/2023/01/Resistance-Band-Bent-Over-Rear-Delt-Fly.gif
Push-up With Rotation,Abs,https://fitnessprogramer.com/exercise/push-up-with-rotation/,https://fitnessprogramer.com/wp-content/uploads/2023/01/push-up-with-rotation.gif
Push-up With Rotation,Chest,https://fitnessprogramer.com/exercise/push-up-with-rotation/,https://fitnessprogramer.com/wp-content/uploads/2023/01/push-up-with-rotation.gif
Push-up With Rotation,Erector Spinae,https://fitnessprogramer.com/exercise/push-up-with-rotation/,https://fitnessprogramer.com/wp-content/uploads/2023/01/push-up-with-rotation.gif
Side Plank Rotation,Abs,https://fitnessprogramer.com/exercise/side-plank-rotation/,https://fitnessprogramer.com/wp-content/uploads/2023/01/Side-Plank-Rotation.gif
Side Plank Rotation,Erector Spinae,https://fitnessprogramer.com/exercise/side-plank-rotation/,https://fitnessprogramer.com/wp-content/uploads/2023/01/Side-Plank-Rotation.gif
Resistance Band Overhead Squat,Hip,https://fitnessprogramer.com/exercise/resistance-band-overhead-squat/,https://fitnessprogramer.com/wp-content/uploads/2023/01/Resistance-Band-Overhead-Squat.gif
Resistance Band Overhead Squat,Leg,https://fitnessprogramer.com/exercise/resistance-band-overhead-squat/,https://fitnessprogramer.com/wp-content/uploads/2023/01/Resistance-Band-Overhead-Squat.gif
Medicine ball Overhead Slam,Back / Wing,https://fitnessprogramer.com/exercise/medicine-ball-overhead-slam/,https://fitnessprogramer.com/wp-content/uploads/2022/06/Medicine-ball-Overhead-Slam-exercise.gif
Medicine ball Overhead Slam,Full Body,https://fitnessprogramer.com/exercise/medicine-ball-overhead-slam/,https://fitnessprogramer.com/wp-content/uploads/2022/06/Medicine-ball-Overhead-Slam-exercise.gif
Medicine ball Overhead Slam,Shoulders,https://fitnessprogramer.com/exercise/medicine-ball-overhead-slam/,https://fitnessprogramer.com/wp-content/uploads/2022/06/Medicine-ball-Overhead-Slam-exercise.gif
Supine Medicine Ball Chest Throw,Chest,https://fitnessprogramer.com/exercise/supine-medicine-ball-chest-throw/,https://fitnessprogramer.com/wp-content/uploads/2022/06/Supine-Medicine-Ball-Chest-Throw-exercise.gif
Supine Medicine Ball Chest Throw,Triceps,https://fitnessprogramer.com/exercise/supine-medicine-ball-chest-throw/,https://fitnessprogramer.com/wp-content/uploads/2022/06/Supine-Medicine-Ball-Chest-Throw-exercise.gif
Reverse Dips,Chest,https://fitnessprogramer.com/exercise/reverse-dips/,https://fitnessprogramer.com/wp-content/uploads/2022/04/Reverse-Dips.gif
Reverse Dips,Triceps,https://fitnessprogramer.com/exercise/reverse-dips/,https://fitnessprogramer.com/wp-content/uploads/2022/04/Reverse-Dips.gif
Trx Chest Press,Chest,https://fitnessprogramer.com/exercise/trx-chest-press/,https://fitnessprogramer.com/wp-content/uploads/2022/12/Trx-Chest-Press.gif
Dumbbell Seal Row,Back / Wing,https://fitnessprogramer.com/exercise/dumbbell-seal-row/,https://fitnessprogramer.com/wp-content/uploads/2022/11/Dumbbell-Seal-Row.gif
Lever Standing Hip Extension,Hip,https://fitnessprogramer.com/exercise/lever-standing-hip-extension/,https://fitnessprogramer.com/wp-content/uploads/2022/11/Lever-Standing-Hip-Extension.gif
Dumbbell Straight Arm Pullover (knees at 90 degrees),Chest,https://fitnessprogramer.com/exercise/dumbbell-straight-arm-pullover-knees-at-90-degrees/,https://fitnessprogramer.com/wp-content/uploads/2022/11/Dumbbell-Straight-Arm-Pullover-knees-at-90-degrees.gif
Trx Chest Fly,Chest,https://fitnessprogramer.com/exercise/trx-chest-fly/,https://fitnessprogramer.com/wp-content/uploads/2022/12/Trx-Chest-Flyes.gif
Doorway Pec and Shoulder Stretch,Chest,https://fitnessprogramer.com/exercise/doorway-pec-and-shoulder-stretch/,https://fitnessprogramer.com/wp-content/uploads/2021/01/Doorway-chest-and-sshoulder-stretch.gif
Doorway Pec and Shoulder Stretch,Shoulders,https://fitnessprogramer.com/exercise/doorway-pec-and-shoulder-stretch/,https://fitnessprogramer.com/wp-content/uploads/2021/01/Doorway-chest-and-sshoulder-stretch.gif
Prone Abdominal Hollowing,Abs,https://fitnessprogramer.com/exercise/prone-abdominal-hollowing/,https://fitnessprogramer.com/wp-content/uploads/2022/08/Prone-Abdominal-Hollowing-360x360.png
Hell Slide,Abs,https://fitnessprogramer.com/exercise/hell-slide/,https://fitnessprogramer.com/wp-content/uploads/2022/08/Hell-Slide.gif
Hell Slide,Leg,https://fitnessprogramer.com/exercise/hell-slide/,https://fitnessprogramer.com/wp-content/uploads/2022/08/Hell-Slide.gif
Wall Ball,Full Body,https://fitnessprogramer.com/exercise/wall-ball/,https://fitnessprogramer.com/wp-content/uploads/2023/01/wall-ball.gif
Wall Ball,Hip,https://fitnessprogramer.com/exercise/wall-ball/,https://fitnessprogramer.com/wp-content/uploads/2023/01/wall-ball.gif
Wall Ball,Leg,https://fitnessprogramer.com/exercise/wall-ball/,https://fitnessprogramer.com/wp-content/uploads/2023/01/wall-ball.gif
Wall Ball,Shoulders,https://fitnessprogramer.com/exercise/wall-ball/,https://fitnessprogramer.com/wp-content/uploads/2023/01/wall-ball.gif
Kicks Leg Bent,Hip,https://fitnessprogramer.com/exercise/kicks-leg-bent/,https://fitnessprogramer.com/wp-content/uploads/2022/12/Kicks-Leg-Bent.gif
Kneeling Leg Out Adductor Stretch,Hip,https://fitnessprogramer.com/exercise/kneeling-leg-out-adductor-stretch/,https://fitnessprogramer.com/wp-content/uploads/2022/12/Kneeling-Leg-Out-Adductor-Stretch.gif
Kneeling Leg Out Adductor Stretch,Leg,https://fitnessprogramer.com/exercise/kneeling-leg-out-adductor-stretch/,https://fitnessprogramer.com/wp-content/uploads/2022/12/Kneeling-Leg-Out-Adductor-Stretch.gif
